uid,education,department,grade,gender,headpic,politicalstatus,religion,sourcearea,residence,fatherage,fathereducation,motherage,mothereducation,brothersistercount,parentsmarriage,marriage,isrecommended,isrecommendedbycontest,isartstudent,nativeplace,fathersta,mothersta
2611,8,29,6,1,8,3,1,9,2,50,7,49,7,1,1,1,2,2,2,29,1,1
2612,8,29,6,0,9,4,1,4,2,48,6,51,6,0,1,1,2,2,2,4,1,1
2613,8,29,6,0,9,4,1,2,2,53,8,48,8,0,1,1,2,2,2,2,1,1
2614,8,29,6,0,4,3,1,15,1,51,2,45,1,4,1,1,2,2,2,15,1,1
2615,8,29,6,0,2,4,1,3,2,53,3,54,3,3,1,1,2,2,2,4,1,1
2616,8,29,6,0,3,4,1,3,1,45,3,47,2,3,1,1,2,2,2,3,1,1
2617,8,29,6,0,2,3,1,4,2,53,6,52,6,1,1,1,2,2,2,4,1,1
2618,8,29,6,1,1,4,1,25,2,50,7,45,6,0,5,1,2,2,2,25,1,1
2619,8,29,6,1,2,3,1,4,2,50,6,47,8,1,1,1,2,2,2,4,1,1
2620,8,29,6,1,1,3,1,7,2,48,3,43,2,0,1,1,2,2,2,7,1,1
2621,8,29,6,0,10,3,1,29,2,47,3,45,3,0,1,1,2,2,2,29,1,1
2622,8,29,6,0,1,3,1,17,1,48,4,47,4,3,1,1,2,2,2,17,1,1
2623,8,29,6,1,1,4,1,2,2,50,7,49,7,0,1,1,2,1,2,2,1,1
2624,8,29,6,0,1,4,1,3,2,50,7,49,4,0,1,1,2,2,2,3,1,1
2625,8,29,6,1,10,2,1,6,2,60,3,58,4,1,1,1,2,2,2,6,1,1
2626,8,29,6,0,2,3,1,2,2,49,7,46,4,0,1,1,2,2,2,26,1,1
2627,8,29,6,0,9,3,1,14,2,48,7,48,7,0,1,1,2,2,2,14,1,1
2628,8,29,6,0,9,3,1,14,2,49,6,49,4,0,1,1,2,2,2,14,1,1
2629,8,29,6,1,1,2,1,25,2,60,1,50,1,2,1,1,2,2,2,25,1,1
2630,8,29,6,1,1,4,1,3,1,53,4,48,2,1,1,1,2,2,2,3,1,1
2631,8,29,6,0,1,4,1,6,2,34,7,49,6,0,1,1,2,2,2,5,2,1
2632,8,29,6,1,2,4,1,2,1,47,3,48,2,3,1,1,2,2,2,3,1,1
2633,8,29,6,0,1,4,1,3,2,60,1,60,3,4,5,1,2,2,2,3,2,1
2634,8,29,6,1,8,3,1,3,2,50,7,47,7,0,4,1,2,2,2,3,1,1
2635,8,29,6,0,3,3,1,23,2,49,7,48,6,0,1,1,2,2,2,23,1,1
2636,8,29,6,1,1,3,1,27,2,47,7,47,1,0,1,1,2,2,2,27,1,1
2637,8,29,6,0,3,3,1,30,2,50,3,48,3,0,1,1,2,2,2,30,1,1
2638,8,29,6,0,4,4,1,2,2,50,7,49,4,0,1,1,2,2,2,2,1,1
2639,8,29,6,1,2,3,1,16,2,51,7,49,9,0,1,1,2,2,2,6,1,1
2640,8,29,6,1,1,3,1,9,2,46,7,49,7,0,1,1,2,2,2,9,1,1
2641,8,29,6,0,7,4,1,6,2,48,6,46,6,0,1,1,2,2,2,6,1,1
2642,8,29,6,1,2,2,1,4,2,49,7,47,6,0,6,1,2,2,2,4,1,1
2643,8,29,6,0,9,3,1,25,1,47,3,46,3,4,1,1,2,2,2,25,1,1
2644,8,29,6,1,10,3,1,6,2,48,3,50,6,0,1,1,2,2,2,6,1,2
2645,8,29,6,0,9,4,1,2,2,50,4,50,4,0,1,1,2,2,2,15,1,1
2646,8,29,6,1,1,3,1,16,2,50,6,46,6,0,1,1,2,2,2,17,1,1
2647,8,29,6,0,2,4,1,5,1,47,3,47,1,1,1,1,2,2,2,5,1,1
2648,8,29,6,0,1,3,1,32,2,50,8,49,8,0,1,1,2,1,2,3,1,1
2649,8,29,6,1,1,3,1,4,2,48,7,49,6,0,1,1,2,2,2,4,1,1
2650,8,29,6,0,9,3,1,16,2,46,4,45,7,0,2,1,2,2,2,16,1,1
2651,8,29,6,0,7,4,1,3,2,50,7,50,7,0,1,1,2,2,2,3,1,1
2652,8,29,6,1,1,4,1,30,2,49,7,49,7,0,1,1,2,2,2,3,1,1
2653,8,29,6,1,1,2,1,9,2,49,8,48,8,0,1,1,2,2,2,32,1,1
2654,8,29,6,0,4,3,1,18,2,51,7,50,7,0,1,1,2,2,2,18,1,1
2655,8,29,6,0,1,3,1,30,2,47,7,47,7,0,1,1,2,2,2,30,1,1
2656,8,29,6,0,1,4,1,17,2,46,3,48,3,3,1,1,2,2,2,17,1,1
2658,8,29,6,1,1,3,1,23,2,50,4,49,7,0,1,1,2,2,2,23,1,1
2659,8,29,6,0,1,4,1,2,2,51,7,48,3,2,4,1,2,2,2,15,1,1
2660,8,29,6,0,1,3,1,3,2,47,6,45,3,0,1,1,2,2,2,3,1,1
2661,8,29,6,0,1,4,1,2,2,46,7,47,7,1,1,1,2,2,2,4,1,1
2662,8,29,6,0,1,4,1,7,1,50,3,48,3,2,1,1,1,2,2,7,1,1
2663,8,29,6,1,1,3,1,16,2,46,7,46,7,0,1,1,2,2,2,17,1,1
2664,8,29,6,0,1,3,1,4,2,50,6,50,1,1,1,1,2,2,2,4,1,1
2665,8,29,6,0,7,3,1,8,2,50,7,50,7,0,1,2,2,2,2,8,1,1
2666,8,29,6,1,2,3,1,17,2,59,2,61,1,3,1,1,2,2,2,17,1,1
2667,8,29,6,0,1,4,4,19,2,49,8,46,7,0,1,1,1,2,2,19,1,1
2668,8,29,6,0,1,4,1,2,1,48,3,48,3,3,1,1,2,2,2,17,1,1
2669,8,29,6,0,1,3,1,17,2,48,3,47,3,0,1,1,2,2,2,17,1,1
2670,8,29,6,1,1,2,1,19,2,51,7,50,4,0,1,1,2,2,2,30,1,1
2671,8,29,6,0,9,4,1,21,2,45,6,43,4,0,1,1,2,2,2,4,1,1
2672,8,29,6,0,1,3,1,6,1,50,6,51,4,0,1,1,2,1,2,6,1,1
2673,8,29,6,0,9,3,1,30,2,52,6,50,6,0,1,1,2,2,2,2,1,1
2674,8,29,6,1,1,3,1,14,2,50,4,49,4,2,1,1,2,2,2,14,1,1
2675,8,29,6,0,5,2,1,14,1,49,4,50,3,3,1,1,2,2,2,14,1,1
2676,8,29,6,1,2,3,1,14,1,50,2,49,2,2,1,1,2,2,2,14,1,1
2677,8,29,6,0,9,4,1,9,2,48,7,46,6,0,1,1,2,2,2,15,1,1
2678,8,29,6,0,1,4,1,6,1,50,1,46,1,1,2,1,2,2,2,6,1,1
2679,8,29,6,0,9,3,1,21,2,52,7,51,6,0,2,1,2,2,2,4,1,1
2680,8,29,6,1,7,3,1,13,1,47,4,44,3,2,1,1,2,2,2,13,2,1
2681,8,29,6,0,5,3,1,29,2,45,6,43,6,0,1,1,2,2,2,29,1,1
2682,8,29,6,0,1,2,1,2,2,51,7,49,7,0,1,1,2,2,2,17,1,1
2683,8,29,6,0,1,3,1,2,2,49,7,47,4,0,1,1,2,2,2,14,1,1
2684,8,29,6,0,1,3,1,6,2,52,7,52,8,1,1,1,2,2,2,6,1,1
2685,8,29,6,1,1,4,1,3,2,53,6,51,4,1,1,1,2,2,2,3,1,1
2686,8,29,6,1,1,4,1,15,2,52,3,50,2,1,1,1,2,2,2,15,1,1
2687,8,29,6,1,1,3,1,24,1,55,6,53,4,1,4,1,2,2,2,24,1,1
2688,8,29,6,0,7,3,1,25,2,44,7,45,6,0,1,1,2,2,2,25,1,1
2689,8,29,6,0,9,3,1,6,2,49,7,45,7,0,1,1,2,1,2,6,1,1
2690,8,29,6,0,4,3,1,3,1,49,3,49,3,1,1,1,2,2,2,3,1,1
2692,8,29,6,0,4,3,1,3,2,65,6,50,4,2,5,1,2,2,2,3,1,1
2693,8,29,6,1,1,3,1,2,1,47,4,46,2,2,1,1,2,2,2,2,1,1
2694,8,29,6,0,4,3,1,16,2,47,7,47,7,0,1,1,2,2,2,16,1,1
2696,8,29,6,0,1,3,1,2,2,51,7,45,7,0,1,1,2,2,2,4,1,1
2697,8,29,6,1,2,2,1,33,2,60,4,60,4,1,1,1,2,2,2,33,1,1
2699,8,29,6,1,2,3,1,2,2,51,7,50,6,0,1,1,2,2,2,7,1,1
2701,8,29,6,1,1,3,1,12,2,46,3,44,6,1,1,1,2,2,2,12,1,1
2702,8,29,6,0,9,4,1,32,2,49,4,46,6,0,1,1,2,2,2,10,1,1
2704,8,29,6,1,1,2,1,2,2,52,9,49,7,0,1,1,2,2,2,2,1,1
2705,8,29,6,0,8,3,1,9,2,50,7,49,7,0,1,1,2,2,2,9,1,1
2706,8,29,6,1,1,4,1,3,1,56,4,56,1,0,1,1,2,2,2,3,1,1
2707,8,29,6,0,3,3,1,2,2,55,8,51,6,0,1,1,2,2,2,2,1,1
2710,8,29,6,0,9,2,1,22,2,49,8,48,7,0,1,2,2,2,2,17,1,1
2711,8,29,6,1,1,4,1,18,1,51,3,51,4,1,1,1,2,2,2,2,1,1
2712,8,29,6,0,1,4,1,2,2,52,8,52,7,0,1,1,2,2,2,30,1,1
2713,8,29,6,0,9,3,1,23,2,46,7,44,7,0,1,1,2,2,2,23,1,1
2715,8,29,6,0,1,3,1,13,2,45,7,49,4,2,1,1,2,2,2,13,1,1
2716,8,29,6,0,1,3,1,14,2,48,6,45,7,1,1,1,2,2,2,14,1,1
2717,8,29,6,1,1,3,1,2,2,50,7,50,7,0,1,1,2,2,2,3,1,1
2718,8,29,6,0,7,4,1,11,2,45,7,45,7,0,1,1,2,2,2,11,1,1
2719,8,29,6,1,3,3,1,23,2,49,6,49,6,0,1,1,2,2,2,23,1,1
2721,8,29,6,0,4,4,1,5,2,51,7,48,7,0,1,1,2,2,2,5,1,1
2722,8,29,6,1,1,3,1,25,2,51,3,48,4,0,1,1,2,2,2,25,1,1
2723,8,29,6,0,1,3,1,3,2,48,8,49,4,0,1,1,2,2,2,3,1,1
2724,8,29,6,0,7,3,1,2,2,49,6,50,6,0,1,1,2,2,2,17,1,1
2725,8,29,6,0,1,3,1,23,2,50,6,46,4,0,1,1,2,2,2,23,1,1
2726,8,29,6,0,7,3,1,23,2,48,7,45,7,0,1,1,2,2,2,23,1,1
2727,8,29,6,0,1,4,1,17,2,47,3,44,4,0,4,1,2,2,2,17,1,1
2728,8,29,6,1,2,2,6,29,2,45,7,48,4,0,1,1,2,2,2,29,1,1
2729,8,29,6,0,9,3,1,31,2,48,6,44,6,1,1,1,2,1,2,31,1,1
2730,8,29,6,1,1,3,1,5,2,50,6,49,7,2,1,1,2,2,2,5,1,1
2731,8,29,6,0,1,4,1,6,2,47,3,45,4,0,1,1,2,2,2,6,1,1
2732,8,29,6,0,1,3,1,8,2,49,7,47,7,0,1,1,2,2,2,17,1,1
2733,8,29,6,1,1,4,1,5,2,49,7,51,6,0,1,1,2,2,2,5,1,1
2734,8,29,6,1,3,3,1,2,2,44,3,45,3,2,1,1,2,2,2,17,1,1
2735,8,29,6,0,7,2,1,2,2,51,8,50,8,0,1,1,2,2,2,2,1,1
2737,8,29,6,0,1,3,1,26,2,53,7,50,3,2,1,1,2,2,2,26,1,1
2738,8,29,6,0,1,3,1,19,2,49,6,50,6,0,4,1,2,2,2,19,1,1
2778,8,30,6,0,6,2,1,14,1,44,3,47,3,1,5,1,2,2,2,14,2,1
2779,8,30,6,0,1,3,1,3,1,48,3,46,4,2,1,1,2,2,2,3,1,1
2780,8,30,6,0,1,3,1,4,2,46,3,45,3,0,1,1,2,2,2,4,1,1
2781,8,30,6,0,1,3,1,8,2,53,7,51,7,0,2,1,2,2,2,8,1,1
2783,8,30,6,0,1,4,1,2,1,50,2,46,3,0,4,1,2,1,2,2,1,1
2784,8,30,6,0,3,4,1,14,2,54,4,53,4,0,4,1,2,2,2,14,1,1
2785,8,30,6,0,9,3,1,3,1,44,4,44,3,2,1,1,2,2,2,3,1,1
2786,8,30,6,0,9,3,1,25,2,48,7,44,7,0,1,1,2,2,2,25,1,1
2787,8,30,6,0,1,3,1,5,2,57,1,50,1,0,1,1,2,2,2,5,1,1
2788,8,30,6,0,7,3,1,13,1,45,4,45,4,2,1,1,2,2,2,13,1,1
2789,8,30,6,0,1,3,1,32,2,51,8,47,6,0,1,1,2,2,2,32,1,1
2790,8,30,6,0,1,4,1,31,1,54,2,48,4,0,1,1,2,2,2,31,1,1
2791,8,30,6,1,1,3,1,16,2,49,7,50,6,1,1,1,2,2,2,5,1,1
2793,8,30,6,1,1,3,1,12,2,45,3,43,3,1,5,1,2,2,2,12,1,1
2794,8,30,6,0,3,2,1,2,2,46,4,46,7,0,1,1,2,2,2,17,1,1
2795,8,30,6,1,10,4,1,4,2,49,3,48,6,0,1,1,2,1,2,4,1,1
2796,8,30,6,1,1,3,1,9,2,59,3,55,4,3,1,1,2,2,2,9,1,1
2797,8,30,6,0,3,3,1,2,1,45,3,47,3,3,1,1,2,2,2,14,1,1
2798,8,30,6,0,1,3,1,17,2,44,1,44,1,2,1,1,2,2,2,17,1,1
2799,8,30,6,0,9,3,1,3,2,48,4,48,7,0,1,1,2,2,2,3,1,1
2800,8,30,6,0,1,4,1,16,2,46,7,47,7,0,2,1,2,2,2,2,1,1
2801,8,30,6,0,1,3,1,14,2,44,7,43,7,1,1,1,2,1,2,14,1,1
2802,8,30,6,0,1,3,1,2,2,50,6,46,3,0,1,1,2,2,2,29,1,1
2803,8,30,6,1,1,3,1,3,2,56,4,56,3,0,1,1,2,2,2,3,1,1
2804,8,30,6,1,1,3,1,17,2,66,2,67,2,4,1,2,2,2,2,17,1,1
2805,8,30,6,0,1,4,3,33,2,70,1,60,1,1,1,1,2,2,2,9,2,1
2807,8,30,6,0,7,4,1,2,2,50,6,49,4,2,1,1,2,2,2,15,1,1
2808,8,30,6,0,1,3,1,14,2,49,6,47,7,1,2,1,2,2,2,14,1,1
2810,8,30,6,0,2,2,3,35,2,68,4,67,4,3,1,1,2,2,2,35,1,1
2832,8,47,6,1,1,4,1,6,2,53,4,52,8,0,1,1,2,2,2,6,1,1
2833,8,47,6,1,1,4,1,17,1,48,3,46,3,2,1,1,2,2,2,17,1,1
2834,8,47,6,1,3,4,1,18,1,48,4,46,3,2,1,1,2,2,2,18,1,1
2835,8,47,6,0,3,4,1,25,2,50,4,42,6,2,1,1,2,2,2,25,1,1
2836,8,47,6,0,1,3,1,17,2,49,7,51,6,0,1,1,2,2,2,17,1,1
2837,8,47,6,0,1,3,1,32,2,51,4,51,3,2,1,1,2,2,2,32,1,1
2838,8,47,6,1,1,3,1,14,1,51,3,51,3,2,1,1,2,2,2,14,1,1
2842,8,47,6,0,7,3,1,2,2,53,4,51,3,2,2,1,2,2,2,9,1,1
2844,8,47,6,0,7,4,1,26,2,56,3,50,4,0,1,1,2,2,2,26,1,1
2845,8,47,6,0,9,3,1,31,2,46,7,48,7,0,1,1,2,1,2,31,1,1
2847,8,47,6,0,9,4,1,3,1,48,3,48,3,2,1,1,2,2,2,3,1,1
2849,8,47,6,0,9,4,1,32,2,51,4,50,6,0,1,1,2,2,2,32,1,1
2850,8,47,6,1,2,3,1,18,2,46,4,45,4,1,1,1,2,2,2,30,1,1
2851,8,47,6,1,1,4,3,28,2,50,6,65,2,4,2,1,2,2,2,28,1,1
2852,8,47,6,1,9,4,1,8,1,46,1,46,1,2,1,1,2,2,2,15,1,1
2853,8,47,6,0,1,3,1,18,2,49,7,48,7,2,1,1,2,2,2,18,1,1
2854,8,47,6,0,8,2,1,2,1,46,3,42,3,2,1,1,2,2,2,24,1,1
2856,8,47,6,1,2,4,1,7,2,51,4,50,4,1,2,1,2,2,2,7,1,1
2858,8,47,6,0,8,3,1,2,1,44,6,46,3,1,1,1,2,2,2,4,1,1
2860,8,47,6,0,9,4,1,16,2,48,7,46,8,0,1,1,2,2,2,16,1,1
2861,8,47,6,0,1,2,1,5,1,44,3,44,2,2,2,1,2,2,2,5,1,1
2862,8,47,6,1,1,4,1,3,1,50,3,51,3,2,1,1,2,2,2,3,1,1
2863,8,47,6,1,1,3,4,17,2,48,7,48,6,0,1,1,2,2,2,17,1,1
2864,8,47,6,0,1,4,1,5,2,48,3,48,3,2,1,1,2,2,2,5,1,1
2866,8,47,6,1,8,3,1,5,2,51,7,49,7,0,1,1,2,2,2,5,1,1
2868,8,47,6,1,10,2,1,2,2,46,6,44,6,0,1,1,2,2,2,18,1,1
2870,8,47,6,0,1,4,1,2,2,47(已故时年龄),7,52,7,0,1,1,2,2,2,7,2,1
2871,8,47,6,0,1,4,2,15,1,47,3,44,2,3,1,2,2,2,2,15,1,1
2872,8,47,6,1,1,4,1,14,2,51,4,50,4,2,1,1,2,2,2,14,1,1
2873,8,47,6,0,1,2,1,2,2,45,6,46,4,0,1,1,2,2,2,2,1,1
2874,8,47,6,0,1,3,1,18,2,47,6,46,7,0,1,1,2,2,2,18,1,1
2875,8,47,6,0,3,3,1,2,2,48,7,46,7,0,1,1,2,2,2,2,1,1
2876,8,47,6,0,1,3,1,32,2,50,2,47,4,0,2,1,2,2,2,25,1,1
2910,8,32,6,1,1,3,1,2,2,50,6,47,4,0,1,1,2,2,2,6,1,1
2911,8,32,6,1,1,3,1,7,2,52,6,50,6,0,1,1,2,2,2,7,1,1
2912,8,32,6,0,1,3,1,13,2,44,7,44,7,0,1,1,2,2,2,13,1,1
2913,8,32,6,0,3,3,1,9,2,51,7,49,6,0,1,1,2,2,2,9,1,1
2915,8,32,6,0,7,4,1,3,2,51,7,50,7,1,1,1,2,2,2,3,1,1
2916,8,32,6,1,10,3,1,30,2,52,6,51,6,0,1,1,2,2,1,31,1,1
2917,8,32,6,1,3,3,1,29,2,50,7,46,7,0,1,1,2,2,2,29,1,1
2918,8,32,6,1,1,3,1,6,2,52,7,48,7,0,1,1,2,2,2,6,1,1
2919,8,32,6,1,1,4,1,12,2,46,7,45,6,1,1,1,2,2,2,12,1,1
2920,8,32,6,0,10,3,1,9,1,52,4,55,3,4,2,1,2,2,2,9,1,1
2921,8,32,6,1,6,4,1,23,2,47,4,47,7,0,1,1,2,2,2,23,1,1
2922,8,32,6,1,1,3,1,14,2,45,3,44,3,1,1,1,2,2,2,14,1,1
2924,8,32,6,0,3,3,1,31,2,50,7,47,7,0,1,1,2,2,2,31,1,1
2925,8,32,6,1,8,3,1,12,2,46,6,44,2,2,1,1,2,2,2,4,1,1
2926,8,32,6,0,9,3,3,6,2,52,6,47,6,1,1,1,2,2,2,6,1,1
2928,8,32,6,1,9,3,1,4,2,45,8,44,7,0,1,1,2,2,2,4,1,1
2929,8,32,6,1,1,3,1,14,2,43,4,41,4,1,1,1,2,2,2,13,1,1
2930,8,32,6,0,9,3,1,22,2,44,3,46,4,1,1,1,2,2,2,14,1,1
2933,8,32,6,1,1,3,1,18,1,51,4,51,7,2,1,1,2,2,2,18,1,1
2934,8,32,6,1,2,3,1,14,2,50,4,49,4,0,1,1,2,2,2,14,1,1
2935,8,32,6,1,1,4,1,14,2,52,7,48,7,0,1,1,2,2,2,14,1,1
2937,8,32,6,0,8,4,1,2,2,48,7,48,6,0,1,1,2,2,2,2,1,1
2938,8,32,6,0,1,3,1,12,2,49,6,47,4,1,1,1,2,2,2,17,1,1
2939,8,32,6,0,1,3,1,8,2,61,7,63,3,0,1,1,2,2,2,8,1,1
2940,8,32,6,1,9,3,1,14,1,48,3,50,3,1,1,1,2,2,2,14,1,1
2941,8,32,6,0,7,2,1,2,2,54,7,50,4,1,3,1,2,2,2,15,1,1
2942,8,32,6,0,7,4,1,17,2,46,6,46,6,1,1,1,2,2,2,17,1,1
2944,8,32,6,0,1,3,1,30,2,46,6,48,8,0,1,1,2,2,2,30,1,1
2945,8,32,6,1,1,4,1,4,2,48,6,48,7,0,1,1,2,1,2,4,1,1
2946,8,32,6,0,1,3,1,12,1,46,2,45,3,2,1,1,2,2,2,12,1,1
2947,8,32,6,1,1,3,1,13,2,49,6,47,1,0,2,1,2,2,2,13,1,1
2948,8,32,6,1,2,3,1,13,2,51,7,50,6,0,1,1,2,2,2,13,1,1
2949,8,32,6,0,3,4,1,6,2,53,4,47,6,0,1,1,2,2,2,6,1,1
2950,8,32,6,0,1,4,1,7,2,56,6,55,4,0,1,1,2,2,2,7,1,1
2951,8,32,6,1,1,3,1,7,2,52,7,53,7,0,1,1,2,2,2,7,1,1
2952,8,32,6,1,2,3,1,17,2,50,4,50,3,0,1,1,2,2,2,17,1,1
2953,8,32,6,1,8,4,1,12,2,47,4,46,4,0,1,1,2,2,2,12,1,1
2954,8,32,6,0,1,4,1,15,2,50,7,49,6,0,1,1,2,2,2,23,1,1
2956,8,32,6,1,2,2,1,33,2,50,1,49,1,2,1,1,2,2,2,33,1,1
2957,8,32,6,0,1,4,1,13,2,47,7,47,7,0,1,1,2,2,2,13,1,1
2958,8,32,6,0,1,4,1,19,2,49,6,46,4,0,1,1,2,2,2,19,1,1
2959,8,32,6,0,9,4,1,2,2,50,7,48,8,0,1,1,2,2,2,2,1,1
2960,8,32,6,0,1,3,1,21,2,58,4,57,4,1,1,1,2,2,2,6,1,1
2961,8,32,6,0,1,4,1,17,2,57,3,55,4,1,1,1,2,2,2,27,1,1
2962,8,32,6,1,2,4,1,14,1,53,3,63,3,3,1,1,2,2,2,14,1,1
2963,8,32,6,1,1,3,1,23,1,61,3,55,2,2,2,1,2,2,2,23,1,1
2964,8,32,6,0,1,3,1,25,2,56,7,50,7,0,1,1,2,2,2,15,1,1
2965,8,32,6,0,9,3,1,7,2,58,2,54,2,2,1,1,2,2,2,7,1,1
2966,8,32,6,0,1,3,1,13,2,43,3,43,3,2,1,1,2,2,2,13,1,1
2967,8,32,6,1,8,2,1,33,2,60,4,56,4,1,1,1,2,2,2,9,1,1
2968,8,32,6,0,1,3,1,17,2,51,6,48,7,0,1,1,2,2,2,2,1,1
2970,8,32,6,0,1,3,1,10,2,52,8,52,7,0,1,1,2,2,2,3,1,1
2971,8,32,6,1,2,3,1,13,2,45,3,44,3,0,1,1,2,2,2,13,1,1
2972,8,32,6,0,1,3,1,31,1,46,3,49,4,2,1,1,2,2,2,31,1,2
2973,8,32,6,1,3,4,1,5,2,50,6,52,4,2,2,1,2,2,2,5,1,1
2976,8,32,6,1,1,3,1,5,2,50,6,50,1,1,1,2,2,2,2,5,1,1
2977,8,32,6,1,2,3,1,2,2,50,1,50,1,1,1,2,2,2,2,2,1,1
2978,8,32,6,0,2,3,1,2,2,51,7,51,7,0,1,1,2,2,2,18,1,1
2981,8,32,6,1,8,3,1,2,2,49,4,48,3,1,1,2,2,2,2,2,1,1
2984,8,32,6,0,7,3,1,14,2,51,6,49,6,0,1,1,2,2,2,14,1,1
2992,8,32,6,0,1,4,1,14,2,43,4,45,2,1,1,1,2,2,2,14,1,1
2993,8,32,6,1,8,3,1,2,2,53,4,54,2,3,1,1,2,2,2,3,1,1
2997,8,32,6,1,1,2,1,2,2,67,7,66,7,1,1,2,2,2,2,2,1,1
2998,8,32,6,0,1,2,1,17,2,53,7,55,7,0,4,1,2,2,2,17,1,1
3007,8,32,6,1,1,4,1,4,2,50,7,50,7,1,1,1,2,2,2,4,1,1
3010,8,32,6,1,1,3,1,2,2,46,7,50,7,1,1,1,2,2,2,2,2,1
3012,8,32,6,1,8,3,1,2,2,56,3,53,3,2,1,1,2,2,2,14,1,1
3015,8,32,6,1,8,3,1,2,2,57,4,55,4,0,1,1,2,2,2,14,1,1
3017,8,32,6,1,1,3,1,2,2,52,6,53,4,0,1,1,2,2,2,17,1,1
3020,8,32,6,1,1,3,1,2,2,65,2,64,1,5,1,1,2,2,2,17,1,1
3021,8,32,6,0,9,3,1,16,2,61,7,53,6,1,1,2,2,2,2,16,1,2
3022,8,32,6,1,2,3,1,2,2,51,6,51,6,1,1,1,2,2,2,18,1,1
3025,8,32,6,1,2,3,1,30,2,60,3,57,2,0,2,2,2,2,2,30,1,1
3028,8,32,6,1,2,3,1,2,2,55,4,53,3,0,1,2,2,2,2,2,1,1
3029,8,32,6,1,1,2,1,2,2,60,4,55,4,2,1,1,2,2,2,13,1,1
3033,8,32,6,1,1,3,1,25,1,47,3,47,3,0,1,1,2,2,2,25,1,1
3034,8,32,6,0,1,3,1,9,2,58,4,50,4,2,1,2,2,2,2,9,1,1
3039,8,32,6,1,1,3,1,2,2,50,7,50,7,0,4,1,2,2,2,2,1,1
3047,8,32,6,1,1,4,1,2,2,68,7,68,4,1,1,1,2,2,2,3,1,1
3048,8,32,6,1,1,3,1,2,2,53,6,50,7,0,1,1,2,2,2,14,1,1
3052,8,32,6,1,2,3,1,2,2,54,7,52,7,0,1,2,2,2,2,6,1,1
3055,8,32,6,0,1,4,1,2,2,50,7,48,6,1,1,2,2,2,2,24,1,1
3056,8,32,6,0,9,3,1,2,2,56,3,54,3,0,1,2,2,2,2,2,1,1
3057,8,32,6,0,1,3,1,3,2,57,3,51,3,0,4,2,2,2,2,3,1,1
3058,8,32,6,1,1,2,1,18,2,59,7,57,6,1,1,2,2,2,2,2,1,1
3060,8,32,6,0,2,4,1,2,2,50,6,50,4,0,1,2,2,2,2,4,1,1
3061,8,32,6,1,3,2,1,2,2,47,3,46,4,0,1,1,2,2,2,5,1,1
3064,8,32,6,0,2,3,1,32,2,50,7,51,6,0,1,1,2,2,2,32,1,1
3066,8,32,6,0,9,2,1,2,2,55,4,49,4,0,1,1,2,2,2,2,1,1
3067,8,32,6,0,1,3,1,2,2,51,7,50,4,0,1,1,2,2,2,3,1,1
3068,8,32,6,0,1,2,1,3,2,75,7,74,7,2,1,2,2,2,2,3,1,1
3073,8,32,6,1,7,3,1,16,2,55,2,53,2,1,1,2,2,2,2,17,1,1
3078,8,32,6,0,7,3,1,2,2,53,7,56,7,0,1,1,2,2,2,2,1,1
3079,8,32,6,0,4,3,1,2,2,55,4,52,6,0,1,1,2,2,2,2,1,1
3080,8,32,6,1,8,2,1,31,2,50,3,50,4,0,1,1,2,2,2,31,1,1
3083,8,32,6,0,1,4,1,30,2,56,4,54,4,2,1,1,2,2,2,30,1,1
3086,8,32,6,0,1,2,1,2,2,53,6,53,1,1,4,2,2,2,2,14,1,1
3087,8,32,6,0,1,3,1,2,2,57,4,58,2,2,1,1,2,2,2,17,1,1
3088,8,32,6,0,1,4,1,2,2,52,7,52,7,0,1,1,2,2,2,18,1,1
3093,8,32,6,0,9,3,1,12,2,51,7,50,6,0,1,1,2,2,2,12,1,1
3126,8,39,6,1,10,3,1,13,2,50,6,44,4,0,1,1,2,2,2,13,1,1
3127,8,39,6,0,9,3,1,12,2,64,3,54,4,2,1,1,2,2,2,12,1,1
3130,8,39,6,0,1,4,1,12,2,50,7,49,8,1,1,1,2,2,2,12,1,1
3131,8,39,6,0,9,4,1,2,2,48,6,46,4,1,1,1,2,2,2,9,1,1
3132,8,39,6,0,5,2,1,29,2,59,8,59,6,0,4,1,2,2,2,29,1,1
3133,8,39,6,0,1,3,1,16,2,49,6,46,7,0,2,1,2,2,2,17,1,1
3134,8,39,6,0,9,4,1,15,2,46,6,45,4,2,1,1,2,2,2,15,1,1
3135,8,39,6,0,2,3,1,3,1,48,1,46,1,2,1,1,2,2,2,3,1,1
3136,8,39,6,0,4,4,4,21,2,50,6,50,4,0,1,1,2,2,2,21,1,1
3137,8,39,6,0,2,3,1,2,2,48,7,46,6,0,1,1,2,2,2,24,1,1
3138,8,39,6,0,8,4,1,7,2,53,7,54,7,0,1,1,2,2,2,5,1,1
3140,8,39,6,1,1,4,1,2,2,56,6,51,6,0,1,1,2,2,2,32,1,1
3141,8,39,6,0,9,4,1,13,2,52,6,51,4,0,1,1,2,2,2,13,1,1
3142,8,39,6,0,7,4,1,32,2,63,7,62,6,2,1,1,2,2,2,3,1,1
3143,8,39,6,0,10,2,2,4,2,48,7,47,7,1,1,1,2,2,2,4,1,1
3144,8,39,6,0,1,3,1,2,2,52,7,52,7,0,1,1,2,2,2,2,1,1
