uid,education,department,grade,gender,headpic,politicalstatus,religion,sourcearea,residence,fatherage,fathereducation,motherage,mothereducation,brothersistercount,parentsmarriage,marriage,isrecommended,isrecommendedbycontest,isartstudent,nativeplace,fathersta,mothersta
3145,8,39,6,1,1,3,1,2,2,49,7,48,8,0,1,2,2,2,2,32,1,1
3146,8,39,6,0,8,2,1,2,2,52,7,47,6,0,1,1,2,2,2,8,1,1
3147,8,39,6,0,5,3,1,2,2,50,7,47,6,1,2,1,2,2,2,3,1,1
3148,8,39,6,0,9,4,1,30,2,50,6,50,6,1,1,1,2,2,2,30,1,1
3149,8,39,6,1,1,3,1,6,2,50,4,47,4,2,1,1,2,2,2,6,1,1
3150,8,39,6,0,7,4,1,2,2,50,4,48,4,0,1,1,2,2,2,2,1,1
3151,8,39,6,0,1,2,1,2,2,50,6,48,6,0,1,1,2,2,2,2,1,1
3153,8,39,6,0,4,4,1,4,2,52,7,51,7,0,1,1,2,2,2,4,1,1
3154,8,39,6,0,1,3,1,23,2,53,6,47,4,0,1,1,2,2,2,23,1,1
3155,8,39,6,0,9,4,1,2,2,55,7,51,7,0,1,1,2,2,2,2,1,1
3156,8,39,6,0,2,2,1,2,2,48,7,47,7,0,1,1,2,2,2,19,1,1
3157,8,39,6,0,2,3,1,2,2,49,7,47,7,0,1,1,1,2,2,4,1,1
3158,8,39,6,0,1,3,1,14,2,51,7,49,7,0,1,1,2,2,2,14,1,1
3159,8,39,6,0,9,2,3,4,2,49,8,48,7,0,1,1,2,2,2,7,1,1
3160,8,39,6,0,2,3,1,6,2,65,7,62,7,0,1,1,2,2,2,6,1,1
3161,8,39,6,1,1,2,1,24,2,56,4,56,4,0,1,1,2,2,2,24,1,1
3162,8,39,6,0,5,4,1,3,1,64,3,63,1,2,1,1,2,2,2,3,1,1
3163,8,39,6,0,1,2,1,8,2,61,7,48,4,0,1,1,2,2,2,7,1,2
3164,8,39,6,1,1,4,1,4,1,45,3,43,3,0,1,1,2,2,2,4,1,1
3165,8,39,6,0,1,4,1,30,2,50,7,50,7,0,1,1,2,2,2,30,1,1
3166,8,39,6,0,9,4,1,12,2,55,6,53,7,0,2,1,2,2,2,17,1,1
3167,8,39,6,0,1,4,1,2,2,48,9,47,8,0,1,1,2,2,2,29,1,1
3168,8,39,6,0,1,4,1,2,2,60,1,56,1,1,1,1,2,2,2,2,1,1
3169,8,39,6,0,9,4,1,8,2,55,7,51,6,0,1,1,2,2,2,4,1,1
3170,8,39,6,0,1,4,1,3,2,48,7,46,8,0,1,1,2,2,2,30,1,1
3171,8,39,6,0,2,4,1,4,2,48,7,46,3,0,4,1,2,2,2,4,1,1
3172,8,39,6,0,1,3,3,24,2,58,6,59,4,0,1,1,2,2,2,14,1,1
3173,8,39,6,0,1,3,1,2,2,52,4,48,4,0,2,1,2,1,2,2,1,1
3174,8,39,6,1,4,4,4,18,2,66,6,65,6,0,2,1,2,2,2,18,1,1
3175,8,39,6,1,3,3,1,2,2,52,6,52,4,0,4,1,2,2,2,2,1,1
3176,8,39,6,1,1,3,1,3,1,51,3,52,2,3,1,1,2,2,2,3,1,1
3177,8,39,6,0,1,4,1,5,1,50,3,50,3,2,1,1,2,2,2,5,1,1
3178,8,39,6,0,1,4,1,2,2,49,6,49,6,1,1,1,2,2,2,2,1,1
3179,8,39,6,1,1,3,1,2,2,51,7,53,7,0,1,1,2,2,2,2,1,1
3180,8,39,6,0,3,3,1,3,1,52,3,51,2,3,1,1,2,2,2,3,1,1
3181,8,39,6,0,1,4,1,18,2,49,7,48,7,0,1,1,2,2,2,18,1,1
3182,8,39,6,1,1,4,1,4,1,46,3,42,2,0,1,1,2,2,2,4,1,1
3183,8,39,6,1,1,4,1,28,2,50,7,50,8,0,4,1,2,2,2,25,1,1
3184,8,39,6,0,7,4,1,26,2,52,4,50,3,0,1,1,2,2,2,26,1,1
3185,8,39,6,1,1,3,1,2,2,52,4,52,4,1,1,2,2,2,2,17,1,1
3186,8,39,6,0,1,4,1,2,2,51,4,50,4,0,1,1,2,2,2,12,1,1
3187,8,39,6,0,8,4,1,2,2,50,6,46,4,0,1,1,2,2,2,3,1,1
3188,8,39,6,1,1,3,1,29,2,50,6,46,4,1,1,1,2,2,2,29,1,1
3189,8,39,6,0,9,4,1,2,2,48,4,48,4,0,1,1,2,2,2,2,1,1
3190,8,39,6,0,9,3,1,10,2,53,6,53,4,0,1,2,2,2,2,10,1,1
3191,8,39,6,0,1,2,1,7,1,49,3,46,2,4,2,1,2,2,2,7,1,1
3192,8,39,6,0,10,4,1,2,2,49,4,45,3,0,1,1,2,2,2,2,1,1
3193,8,39,6,1,9,3,1,4,2,49,7,49,6,0,1,1,2,2,2,8,1,1
3194,8,39,6,0,9,4,1,18,2,50,3,46,6,0,2,1,2,2,2,18,1,1
3195,8,39,6,0,1,2,2,35,1,53,4,50,4,2,1,1,2,2,2,35,1,1
3196,8,39,6,0,3,4,1,14,2,55,6,55,6,0,1,1,2,2,2,4,1,1
3197,8,39,6,1,4,2,1,4,2,48,4,48,3,1,1,1,2,2,2,4,1,1
3198,8,39,6,0,7,4,3,5,2,47,7,47,4,0,1,1,2,2,2,5,1,1
3199,8,39,6,0,2,4,1,32,2,48,6,47,4,0,1,1,2,2,2,17,1,1
3200,8,39,6,0,1,3,1,17,1,43,3,43,3,2,1,1,2,2,2,17,1,1
3201,8,39,6,0,3,3,1,14,2,47,6,50,7,0,2,1,2,2,2,14,1,1
3202,8,39,6,1,2,2,1,3,2,58,3,58,1,2,4,1,2,2,2,3,1,1
3203,8,39,6,0,7,3,1,5,2,53,9,51,7,0,1,2,2,2,2,5,1,1
3204,8,39,6,0,1,4,1,9,2,52,7,48,7,1,1,1,2,2,2,15,1,1
3205,8,39,6,1,3,4,1,32,1,57,4,57,4,2,2,1,2,2,2,30,1,1
3206,8,39,6,0,4,4,1,3,2,58,7,59,7,0,1,1,2,2,2,3,1,1
3207,8,39,6,0,1,4,1,29,2,47,7,46,6,0,1,1,2,2,2,29,1,1
3208,8,39,6,0,1,4,1,30,2,51,6,48,6,0,1,1,2,2,2,30,1,1
3209,8,39,6,1,10,2,1,33,2,70,9,52,9,0,1,1,2,2,2,9,1,1
3210,8,39,6,0,4,3,1,2,2,51,7,48,7,0,1,1,2,2,2,17,1,1
3211,8,39,6,0,1,4,1,4,1,47,4,46,2,0,1,1,2,2,2,4,1,1
3212,8,39,6,1,1,3,1,5,1,52,4,51,3,1,1,1,2,2,2,5,1,1
3213,8,39,6,0,2,4,1,29,2,47,3,47,1,1,1,1,2,2,2,18,1,1
3214,8,39,6,0,1,3,1,3,2,53,4,50,1,0,1,1,2,2,2,3,1,1
3215,8,39,6,0,1,3,1,2,2,50,7,50,7,0,1,1,2,2,2,16,1,1
3216,8,39,6,0,10,2,1,12,2,44,6,43,6,0,1,1,2,2,2,12,1,1
3217,8,39,6,0,4,4,1,32,2,49,4,47,4,1,1,1,2,2,2,30,1,1
3218,8,39,6,0,1,4,1,13,1,49,4,47,3,2,1,1,2,2,2,13,1,1
3219,8,39,6,0,1,3,1,6,1,54,4,52,4,1,1,1,2,2,2,6,1,1
3220,8,39,6,1,1,3,1,24,1,48,2,51,2,2,1,1,2,2,2,24,1,1
3221,8,39,6,0,10,3,1,30,2,48,7,46,4,0,1,1,2,2,2,30,1,1
3222,8,39,6,0,1,3,1,30,2,53,4,50,8,1,1,1,2,2,2,3,1,1
3223,8,39,6,0,9,3,1,4,2,49,3,46,3,0,1,1,2,2,2,4,1,1
3224,8,39,6,1,2,3,1,14,1,50,3,49,3,3,1,1,2,2,2,14,1,1
3225,8,39,6,1,1,3,1,16,2,51,3,48,6,0,1,1,2,2,2,19,1,1
3226,8,39,6,0,7,4,3,8,2,49,7,47,6,0,1,1,2,2,2,8,1,1
3227,8,39,6,1,5,5,3,16,1,59,1,49,1,3,1,1,2,2,2,3,1,1
3228,8,39,6,0,2,3,1,15,2,51,6,46,3,0,1,1,2,2,2,15,1,1
3229,8,39,6,0,1,3,1,19,2,44,4,43,4,2,1,1,2,2,2,19,1,1
3230,8,39,6,0,1,3,1,3,1,45,3,45,2,2,1,1,2,2,2,3,1,1
3231,8,39,6,0,4,4,1,14,2,46,6,49,4,0,1,1,2,2,2,17,1,1
3232,8,39,6,0,1,4,1,26,2,49,4,47,3,0,1,1,2,2,2,26,1,1
3233,8,39,6,0,1,3,1,25,2,49,7,48,1,0,1,1,2,2,2,25,1,1
3234,8,39,6,0,9,4,1,17,2,61,7,62,2,2,1,1,2,2,2,14,1,1
3235,8,39,6,0,9,4,1,32,1,60,3,61,1,2,1,2,2,2,2,32,1,1
3236,8,39,6,0,1,4,1,17,2,53,4,50,4,0,1,1,2,2,2,17,1,1
3237,8,39,6,1,4,4,1,25,2,46,4,47,3,0,2,1,2,2,2,25,1,1
3238,8,39,6,0,1,3,1,15,1,46,2,46,3,2,2,1,2,2,2,15,1,1
3239,8,39,6,0,3,2,5,35,2,35,1,52,7,0,4,1,2,2,2,35,2,1
3240,8,39,6,1,4,2,1,2,2,60,4,58,6,1,2,1,2,2,2,2,1,1
3241,8,39,6,0,1,4,1,2,2,48,4,44,3,0,1,1,2,2,2,12,1,1
3242,8,39,6,0,3,3,2,3,1,50,4,49,2,2,1,1,2,2,2,3,1,1
3243,8,39,6,0,9,3,1,14,1,47,6,48,6,2,1,1,2,2,2,14,1,1
3244,8,39,6,0,1,4,1,31,2,50,8,47,8,0,1,1,2,2,2,31,1,1
3245,8,39,6,0,1,2,1,2,2,49,4,46,2,2,1,1,2,2,2,6,1,1
3246,8,39,6,0,1,3,1,14,2,51,4,46,3,2,1,1,2,2,2,14,1,1
3247,8,39,6,0,1,3,1,17,2,47,6,50,4,2,1,1,2,2,2,17,1,1
3248,8,39,6,0,1,3,1,2,1,51,4,49,3,1,1,1,2,2,2,13,1,1
3249,8,39,6,0,1,3,7,6,1,55,4,58,4,1,1,1,2,2,2,6,1,1
3250,8,39,6,0,1,4,1,2,2,52,8,50,7,0,1,1,2,2,2,2,1,1
3251,8,39,6,0,9,3,1,17,2,56,4,57,2,5,1,1,2,2,2,17,1,1
3252,8,39,6,0,1,4,1,2,2,51,7,46,7,0,1,1,2,2,2,6,1,1
3253,8,39,6,0,1,4,1,18,2,45,7,46,7,1,2,1,2,2,2,18,2,1
3254,8,39,6,0,7,4,1,6,2,55,6,56,6,0,1,1,2,2,2,6,1,1
3255,8,39,6,1,2,4,1,3,2,48,6,47,4,0,1,1,2,2,2,3,1,1
3256,8,39,6,0,7,4,1,2,2,56,9,54,7,0,4,1,2,2,2,18,1,1
3258,8,39,6,0,9,4,1,2,2,58,3,51,4,2,1,1,2,2,2,2,1,1
3259,8,39,6,0,1,4,1,9,2,50,8,51,7,1,1,1,2,2,2,3,1,1
3260,8,39,6,1,8,3,1,8,2,45,7,45,6,0,1,1,2,2,2,8,1,1
3261,8,39,6,0,1,4,1,32,2,50,7,47,7,0,1,1,2,2,2,32,1,1
3262,8,39,6,0,1,3,1,3,2,47,4,46,6,0,1,1,2,2,2,3,1,1
3263,8,39,6,0,9,3,1,13,2,53,4,52,6,0,5,1,2,2,2,13,2,1
3264,8,39,6,0,2,3,1,23,2,56,4,54,4,1,1,1,2,2,2,23,1,1
3265,8,39,6,0,1,4,1,6,2,50,6,50,6,0,3,1,2,2,2,6,1,1
3266,8,40,6,0,1,3,1,5,1,51,1,46,1,3,1,1,2,2,2,5,1,1
3267,8,40,6,1,1,3,1,3,1,50,2,50,2,3,2,1,2,2,2,3,1,1
3268,8,40,6,1,10,4,1,14,1,56,3,53,3,3,1,1,2,2,2,14,1,1
3269,8,40,6,1,1,4,1,9,2,55,6,52,4,3,1,1,2,2,2,9,1,1
3270,8,40,6,1,1,3,1,30,2,52,3,52,3,1,2,1,2,2,2,30,1,2
3271,8,40,6,1,8,4,1,32,2,45,7,45,4,0,1,1,2,2,2,32,1,1
3272,8,40,6,1,2,3,1,17,1,54,4,52,3,4,1,1,2,2,2,17,1,1
3273,8,40,6,0,1,3,1,2,2,47,7,44,8,0,1,1,2,2,2,17,1,1
3274,8,40,6,1,1,3,1,6,2,44,3,44,3,0,1,1,2,2,2,4,1,1
3275,8,40,6,0,3,3,1,3,2,49,7,47,6,0,1,1,2,2,2,3,1,1
3276,8,40,6,0,7,4,1,26,2,46,7,46,7,0,1,1,2,2,2,26,1,1
3277,8,40,6,1,1,3,1,17,2,57,4,53,4,0,1,1,2,2,2,2,1,1
3278,8,40,6,0,1,3,1,3,2,48,6,44,4,0,2,1,2,1,2,3,1,1
3279,8,40,6,1,3,3,1,25,2,43,2,45,3,1,2,1,2,2,2,25,1,1
3280,8,40,6,0,9,4,1,18,2,55,6,52,4,0,1,2,2,2,2,18,1,1
3281,8,40,6,1,9,3,1,17,1,53,4,52,4,1,1,1,2,2,2,17,1,1
3282,8,40,6,0,9,3,1,6,2,47,7,47,7,0,1,1,2,2,2,6,1,1
3284,8,40,6,1,1,3,1,12,1,51,4,49,3,4,1,1,2,2,2,12,1,1
3285,8,40,6,0,1,3,1,30,1,51,7,49,7,1,1,1,2,2,2,30,1,1
3286,8,40,6,1,5,3,1,3,1,50,3,53,3,1,2,1,2,2,2,3,1,1
3287,8,40,6,0,1,4,1,14,2,46,7,46,4,0,1,1,2,2,2,14,1,1
3288,8,40,6,1,1,4,1,25,1,53,3,46,2,2,1,1,2,2,2,25,1,1
3289,8,40,6,0,1,4,1,17,1,50,3,49,3,3,1,1,2,2,2,17,1,1
3290,8,40,6,1,9,3,1,27,2,48,6,44,3,0,1,1,2,2,2,27,1,1
3291,8,40,6,0,2,3,1,4,1,65,3,64,2,3,1,1,2,2,2,4,1,1
3292,8,40,6,0,1,3,1,12,2,48,4,49,4,0,1,1,2,2,2,12,1,1
3293,8,40,6,0,5,3,1,3,1,49,3,50,2,1,1,1,2,2,2,3,1,1
3294,8,40,6,1,1,4,1,12,2,58,3,58,1,2,1,1,2,2,2,19,1,1
3295,8,40,6,1,1,3,1,4,1,50,1,49,1,0,1,1,2,2,2,4,2,1
3296,8,40,6,1,2,3,1,9,2,70,1,50,1,5,1,1,2,2,2,9,1,1
3297,8,40,6,1,1,4,1,18,2,53,4,52,4,2,1,1,2,2,2,18,1,1
3298,8,40,6,0,1,3,1,18,2,53,7,51,4,2,1,1,2,2,2,18,1,1
3299,8,41,6,0,7,4,1,27,2,49,6,49,4,0,1,1,2,2,2,27,1,1
3301,8,41,6,0,2,4,1,2,2,49,7,50,7,0,1,1,2,2,2,2,1,1
3302,8,41,6,0,1,4,1,14,2,48,6,47,6,2,1,1,2,2,2,2,1,1
3303,8,41,6,1,9,3,1,7,2,47,6,46,6,1,1,1,2,2,2,7,1,1
3304,8,41,6,0,1,3,1,16,2,46,6,47,4,1,1,1,2,2,2,16,1,1
3305,8,41,6,1,9,3,1,9,2,53,9,50,8,0,1,1,2,2,2,9,1,1
3306,8,41,6,1,1,2,1,35,2,61,6,57,4,3,5,1,2,2,2,35,1,1
3307,8,43,6,0,1,3,1,2,2,61,7,51,7,0,1,1,2,2,1,25,1,1
3308,8,43,6,1,1,4,3,23,2,52,7,50,4,0,1,1,2,2,2,25,1,1
3310,8,43,6,0,1,4,1,2,2,53,7,49,7,0,1,1,2,2,2,3,1,1
3311,8,43,6,1,8,3,1,2,2,54,6,54,6,2,1,1,2,2,1,18,1,1
3312,8,43,6,0,1,3,1,32,1,49,3,50,3,1,1,1,2,2,2,32,1,1
3313,8,43,6,0,1,3,1,19,2,48,4,48,4,1,1,1,2,2,2,19,1,1
3314,8,43,6,1,2,3,1,30,2,57,6,58,4,0,4,1,2,2,2,30,2,1
3315,8,43,6,1,1,4,1,12,2,57,4,52,4,0,2,1,2,2,2,12,1,1
3316,8,43,6,0,1,4,1,2,2,53,7,53,6,0,1,1,2,2,2,3,1,1
3317,8,43,6,0,1,3,1,6,2,48,7,47,7,0,1,1,2,2,2,6,1,1
3318,8,43,6,0,2,4,1,2,2,51,7,50,6,0,1,1,2,2,2,2,1,1
3319,8,43,6,1,4,2,1,21,2,43,2,46,3,0,5,1,2,2,2,25,1,1
3320,8,43,6,0,1,2,1,30,2,54,7,56,7,1,1,2,2,2,2,30,1,1
3321,8,43,6,1,3,2,1,2,2,52,9,52,7,0,1,1,2,2,2,4,1,1
3322,8,43,6,1,2,3,1,2,2,60,7,60,7,0,1,1,2,2,2,13,1,1
3323,8,43,6,0,1,2,1,2,2,55,7,55,7,1,1,1,2,2,2,2,1,1
3326,8,43,6,1,3,3,1,2,2,62,6,60,4,3,1,1,2,2,1,15,1,1
3327,8,43,6,0,7,2,1,2,2,60,7,60,7,0,1,2,2,2,2,13,1,1
3328,8,43,6,0,9,4,3,2,2,60,7,60,7,0,1,1,2,2,2,25,1,1
3329,8,43,6,0,1,2,1,2,2,58,6,56,6,0,1,1,2,2,2,2,1,1
3330,8,43,6,0,9,4,1,6,2,58,6,53,7,0,1,1,2,2,2,6,1,1
3331,8,43,6,0,10,4,1,23,2,52,7,51,7,0,4,1,2,2,2,25,1,1
3332,8,43,6,0,1,2,1,3,2,51,7,50,4,2,1,1,2,2,2,3,1,1
3333,8,43,6,0,1,2,1,2,2,55,6,52,7,0,1,1,2,1,2,2,1,1
3334,8,43,6,0,1,2,1,2,2,59,4,53,6,1,2,1,2,2,2,2,1,1
3335,8,43,6,0,1,2,2,35,2,48,7,48,4,3,1,1,2,2,2,35,1,1
3338,8,43,6,0,1,2,1,36,2,56,8,53,7,0,1,1,2,2,2,36,1,1
3339,8,43,6,0,1,2,3,36,2,52,7,51,7,1,1,1,2,2,2,36,1,1
3340,8,43,6,0,1,2,3,36,2,56,8,50,8,1,1,1,2,2,2,36,1,1
3341,8,44,6,0,1,3,1,30,1,50,3,49,3,0,1,1,2,2,2,30,1,1
3342,8,44,6,0,3,4,1,3,1,48,4,53,2,1,1,1,2,2,2,3,2,1
3343,8,44,6,0,10,4,1,7,2,48,7,48,7,0,1,1,2,2,2,7,1,1
3344,8,44,6,0,1,4,1,25,2,43,3,45,1,2,1,1,2,2,2,25,1,1
3345,8,44,6,0,1,4,1,18,2,49,7,48,7,0,1,1,2,2,2,18,1,1
3346,8,44,6,0,9,4,1,2,2,50,7,47,7,0,1,1,2,2,2,2,1,1
3347,8,44,6,0,1,3,4,2,1,50,3,52,4,2,1,1,2,2,2,17,1,1
3348,8,44,6,0,9,3,1,12,2,46,4,46,2,0,1,1,2,2,2,12,1,1
3350,8,44,6,0,1,2,2,36,2,53,7,51,9,0,4,1,2,2,2,36,1,1
3352,8,44,6,0,9,4,1,30,2,55,4,54,6,0,1,1,2,2,2,17,1,1
3353,8,44,6,0,8,3,1,17,2,52,3,51,3,0,3,1,2,2,2,30,2,1
3354,8,44,6,0,1,2,3,36,2,63,7,52,4,2,1,1,2,2,2,36,1,1
3355,8,44,6,0,9,4,1,3,2,52,2,50,2,1,1,1,2,2,2,3,1,1
3356,8,44,6,0,1,3,1,30,2,61,6,61,6,0,1,1,2,2,2,30,1,1
3357,8,44,6,0,9,3,1,13,1,49,4,49,3,2,1,1,2,2,2,13,1,1
3358,8,44,6,0,1,2,1,4,2,50,7,47,6,0,2,1,2,2,2,4,1,1
3359,8,44,6,0,3,4,1,2,2,46,7,45,7,0,1,1,2,2,2,30,1,1
3360,8,44,6,1,8,3,1,2,2,48,7,51,6,1,1,1,2,2,2,24,1,1
3362,8,44,6,0,1,2,3,36,2,55,7,52,6,3,1,1,2,2,2,36,1,1
3363,8,44,6,0,1,4,1,17,2,48,7,47,7,0,1,1,2,2,2,17,1,1
3364,8,44,6,1,1,3,1,4,2,50,7,45,7,0,1,1,2,2,2,4,1,1
3365,8,44,6,0,1,2,1,36,2,51,1,45,1,4,1,1,2,2,2,36,1,1
3366,8,44,6,0,10,4,3,6,2,46,4,43,7,0,4,1,2,2,2,6,1,1
3367,8,44,6,0,2,4,1,13,1,61,3,52,1,3,1,1,2,2,2,13,1,1
3369,8,44,6,1,3,4,1,12,2,50,1,47,1,1,1,1,2,2,2,12,1,1
3370,8,44,6,0,9,2,3,36,2,51,7,57,7,2,1,1,2,2,2,36,1,1
3371,8,44,6,0,1,3,1,32,1,64,2,60,2,5,1,1,2,2,2,3,1,1
3372,8,44,6,0,1,2,7,36,2,49,6,58,6,4,4,1,2,2,2,35,1,1
3373,8,44,6,0,9,3,1,3,2,47,4,51,2,2,1,1,2,2,2,3,1,1
3375,8,44,6,0,7,4,2,30,1,51,1,50,1,1,2,1,2,2,2,30,1,1
3376,8,44,6,1,7,4,1,2,2,48,3,46,3,3,1,1,2,2,2,2,2,1
3377,8,44,6,0,1,4,1,2,2,51,3,48,4,0,1,1,2,2,2,32,1,1
3378,8,44,6,0,7,3,1,6,2,60,6,57,4,1,2,1,2,2,2,4,1,1
3379,8,44,6,0,1,2,1,36,2,56,7,49,1,1,2,1,2,2,2,36,1,1
3380,8,44,6,0,7,3,1,12,2,49,6,48,6,0,1,1,2,2,2,5,1,1
3381,8,44,6,1,1,3,1,13,2,43,4,43,4,0,1,1,2,2,2,25,1,1
3382,8,44,6,0,1,3,1,16,2,50,3,48,4,0,1,1,2,2,2,17,1,1
3383,8,44,6,0,9,3,1,14,2,49,7,51,7,0,1,1,2,2,2,14,1,1
3384,8,44,6,1,1,4,1,4,2,49,6,49,7,0,1,1,2,2,2,4,1,1
3385,8,44,6,0,3,4,1,15,1,49,3,42,3,1,1,1,2,2,2,15,1,1
3386,8,44,6,0,3,3,1,17,2,46,1,46,1,0,1,1,2,2,2,17,1,1
3387,8,44,6,0,9,3,1,4,2,51,2,51,4,0,1,1,2,2,2,4,1,1
3388,8,44,6,0,1,2,1,36,2,56,6,54,6,0,1,1,2,2,2,36,1,1
3394,8,47,6,1,1,3,1,9,2,47,6,49,3,1,1,1,2,2,2,9,1,1
3395,8,47,6,1,1,4,1,2,2,48,7,45,7,0,1,1,2,2,2,2,1,1
3396,8,47,6,1,1,3,1,16,2,50,3,48,4,0,1,2,2,2,2,17,1,1
3397,8,47,6,0,4,3,1,14,2,51,6,48,4,1,1,1,2,2,2,14,1,1
3400,8,47,6,0,1,4,1,2,2,48,7,47,6,0,1,1,2,2,2,2,1,1
3401,8,47,6,0,1,3,1,6,1,45,2,42,3,2,1,1,2,2,2,6,1,1
3402,8,47,6,0,3,3,1,5,2,50,8,47,6,0,1,1,2,2,2,5,1,1
3405,8,47,6,0,3,3,1,3,2,49,8,50,9,0,1,1,2,2,2,3,1,1
3407,8,47,6,1,2,3,1,5,2,48,4,49,3,1,1,1,2,2,2,5,1,1
3408,8,47,6,1,2,4,1,16,2,52,7,50,7,0,1,1,2,2,2,19,1,1
3409,8,47,6,0,1,2,1,5,2,47,4,48,4,0,1,1,2,2,2,5,1,1
3411,8,47,6,0,1,3,1,3,2,47,7,46,7,0,1,1,2,2,2,3,1,1
3412,8,47,6,1,1,4,1,30,2,45,4,44,4,0,1,1,2,2,2,30,1,1
3414,8,47,6,0,8,3,1,4,2,48,7,48,7,0,1,1,2,2,2,4,1,1
3415,8,47,6,1,1,3,1,12,1,62,4,63,3,1,1,1,2,2,2,17,1,1
3416,8,47,6,0,1,4,1,5,1,51,7,51,3,0,1,1,2,2,2,5,1,1
3417,8,47,6,1,1,4,1,2,2,64,4,61,4,2,1,1,2,2,2,17,1,1
3418,8,47,6,1,1,4,1,3,1,52,4,52,3,2,1,1,2,2,2,3,1,1
3419,8,47,6,1,1,2,1,33,2,59,4,53,4,0,1,1,2,2,2,9,1,1
3421,8,47,6,0,1,3,1,2,2,46,4,49,3,0,1,1,2,2,2,7,1,1
3422,8,47,6,0,9,4,1,31,2,51,6,51,4,0,1,1,2,2,2,31,1,1
3426,8,47,6,1,5,4,1,17,2,47,4,48,4,0,1,1,2,2,2,17,1,1
3429,8,47,6,0,1,4,1,25,2,46,6,46,6,1,1,1,2,1,2,25,1,1
3430,8,47,6,1,1,4,1,2,2,50,4,49,4,0,1,1,2,2,2,3,1,1
3445,8,47,6,0,1,3,1,3,2,53,4,52,2,2,1,1,2,2,2,3,1,1
3449,8,47,6,1,1,4,1,17,1,54,4,51,2,2,1,1,2,2,2,17,1,1
3450,8,47,6,1,1,4,1,4,2,46,3,47,2,0,1,1,2,2,2,4,1,1
3452,8,47,6,0,1,3,1,16,2,48,7,45,6,0,1,1,2,2,2,16,1,1
3454,8,47,6,0,1,4,1,10,2,50,7,50,7,0,1,1,2,2,2,10,1,1
3455,8,47,6,0,4,3,1,9,1,50,4,48,1,3,2,1,2,2,2,9,1,1
3456,8,47,6,1,8,3,1,29,2,48,3,46,3,1,1,1,2,2,2,29,1,1
3457,8,47,6,0,2,4,1,7,2,50,6,43,3,0,1,1,2,2,2,7,1,1
3460,8,47,6,0,9,4,1,15,2,48,7,48,7,0,1,1,2,2,2,15,1,1
3461,8,47,6,1,6,3,1,3,2,47,7,48,7,0,1,1,2,2,2,3,1,1
3462,8,47,6,1,9,4,3,2,2,47,4,47,4,0,1,1,2,2,2,3,1,1
3464,8,47,6,1,1,3,1,16,2,52,7,48,7,0,1,1,2,2,2,17,1,1
3465,8,47,6,0,2,2,1,7,2,48,4,46,3,0,1,1,2,2,2,7,1,1
3466,8,47,6,1,7,3,1,23,2,48,6,46,8,0,1,1,2,1,2,3,1,1
3467,8,47,6,0,1,4,1,2,2,48,7,48,4,0,1,1,2,2,2,30,1,1
3468,8,47,6,1,1,3,1,2,2,52,6,51,6,0,1,1,2,2,2,7,1,1
3469,8,47,6,0,2,3,2,7,2,50,8,49,6,0,1,1,2,2,2,7,1,1
3493,8,47,6,1,8,4,1,25,2,46,4,47,6,0,6,1,2,2,2,25,1,1
3494,8,47,6,1,1,3,1,4,2,47,4,48,4,0,1,1,2,2,2,4,1,1
3495,8,47,6,1,3,3,1,2,2,51,6,51,4,0,1,1,2,2,2,18,1,1
3498,8,47,6,1,1,3,1,9,2,50,4,46,3,0,4,1,2,2,2,14,1,1
3499,8,47,6,1,7,4,1,2,2,49,4,49,1,3,1,1,2,2,2,13,1,1
3500,8,47,6,1,1,3,1,10,2,49,7,50,4,0,1,1,2,2,2,10,1,1
3501,8,47,6,1,2,4,1,16,1,47,3,49,3,2,1,1,2,2,2,17,1,1
3502,8,47,6,0,8,3,1,7,2,50,9,46,7,1,1,1,2,1,2,12,1,1
3503,8,47,6,1,1,4,1,16,1,51,4,50,4,3,1,1,2,2,2,15,1,1
3504,8,47,6,1,8,4,1,32,2,49,7,46,7,0,4,1,2,2,2,32,1,1
3505,8,47,6,0,9,3,1,2,2,52,4,46,4,0,1,1,2,2,2,32,1,1
3506,8,47,6,0,2,3,1,3,2,50,7,49,7,0,1,1,2,2,2,3,1,1
3507,8,47,6,0,9,4,1,27,2,46,7,46,6,0,1,1,2,2,2,27,1,1
3508,8,47,6,1,1,4,1,7,2,55,6,55,6,0,1,1,2,2,2,8,1,1
3509,8,47,6,0,9,3,1,12,2,51,6,49,6,0,1,1,2,2,2,12,1,1
3511,8,47,6,0,2,4,1,2,2,48,7,47,7,0,1,1,2,2,2,30,1,1
3512,8,47,6,0,4,3,1,2,2,51,7,48,7,0,1,1,2,2,2,13,1,1
3513,8,47,6,0,1,4,1,2,2,48,3,49,1,0,1,1,2,2,2,2,1,1
3514,8,47,6,1,8,3,1,2,2,50,8,49,7,0,1,1,2,2,2,4,1,1
3516,8,47,6,1,1,3,1,12,2,45,4,43,3,1,1,1,2,2,2,12,1,1
3518,8,47,6,1,1,2,1,7,2,51,6,49,6,0,1,1,2,2,2,7,1,1
3520,8,47,6,1,8,3,1,2,2,51,7,51,7,0,1,1,1,2,2,2,1,1
3521,8,47,6,0,1,3,1,32,2,48,6,49,7,0,1,1,2,2,2,32,1,1
3522,8,47,6,1,2,3,1,3,2,50,4,47,3,0,1,1,2,2,2,3,1,1
